date,Alkalinity to pH 4.5 as CaCO3,Ammonia un-ionised as N,Nitrite as N,"Nitrogen, Total Oxidised as N","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",pH,date
2020-01-27,240.0,0.00073,0.021,9.7,0.03,11.2,95.8,7.85,2020-01-27
2020-02-21,250.0,0.00184,0.024,8.8,0.037,9.9,82.5,7.94,2020-02-21
2020-03-12,250.0,0.00088,0.03,8.4,0.023,10.2,85.3,7.91,2020-03-12
2020-11-11,250.0,0.00061,0.012,9.1,0.06,9.42,85.4,7.81,2020-11-11
2020-12-01,240.0,0.00037,0.012,9.7,0.039,10.3,88.6,7.88,2020-12-01
2021-01-05,250.0,0.00203,0.023,9.6,0.032,9.66,79.5,8.05,2021-01-05
2021-02-18,230.0,0.00033,0.014,8.3,0.074,10.5,90.4,7.81,2021-02-18
2021-03-17,230.0,0.00037,0.0094,9.9,0.1,11.4,99.7,7.85,2021-03-17
2021-04-14,220.0,0.00049,0.012,13.0,0.14,11.7,103.2,7.96,2021-04-14
2021-05-10,210.0,0.00045,0.017,10.0,0.13,10.3,94.6,7.86,2021-05-10
2021-06-08,230.0,0.00044,0.0099,11.0,0.063,11.1,108.4,7.77,2021-06-08
2021-07-13,220.0,0.00033,0.019,14.0,0.21,8.87,87.0,7.64,2021-07-13
2021-08-10,210.0,0.00043,0.018,14.0,0.075,9.11,89.6,7.75,2021-08-10
2021-09-07,200.0,0.00078,0.096,16.0,0.24,8.2,86.1,7.51,2021-09-07
2021-10-15,180.0,0.00036,0.014,18.0,0.087,9.77,94.8,7.69,2021-10-15
2021-11-11,240.0,0.0004,0.023,9.6,0.037,9.15,84.3,7.69,2021-11-11
2021-12-14,240.0,0.00041,0.018,7.4,0.029,9.88,89.4,7.83,2021-12-14
2022-01-25,250.0,0.00099,0.038,9.4,0.016,10.7,90.4,7.76,2022-01-25
2022-02-22,240.0,0.0018,0.053,8.0,0.025,10.5,91.6,7.79,2022-02-22
2022-03-14,240.0,0.00064,0.03,8.9,0.025,11.3,96.7,7.8,2022-03-14
2022-04-07,220.0,0.00045,0.031,9.6,0.01,12.1,108.2,7.9,2022-04-07
2022-05-06,230.0,0.00046,0.037,11.0,0.04,10.2,93.7,7.82,2022-05-06
2022-06-07,200.0,0.0003,0.013,13.0,0.082,9.74,97.5,7.56,2022-06-07
2022-07-12,180.0,0.00069,0.018,20.0,0.09,9.79,105.4,7.82,2022-07-12
2022-08-03,190.0,0.00104,0.022,17.0,0.095,8.94,96.4,8.18,2022-08-03
2022-10-07,150.0,0.00038,0.039,23.0,0.083,8.45,82.9,7.7,2022-10-07
2022-10-27,210.0,0.0003,0.021,13.0,0.083,7.06,69.3,7.6,2022-10-27
2022-11-11,230.0,0.00037,0.0096,8.8,0.038,8.9,83.9,7.74,2022-11-11
2022-12-06,240.0,0.00038,0.0083,9.1,0.025,10.5,90.5,7.89,2022-12-06
2023-01-25,240.0,0.00038,0.011,9.1,0.022,11.3,92.7,7.94,2023-01-25
2023-02-15,230.0,0.00042,0.02,11.0,0.034,10.6,90.9,7.93,2023-02-15
2023-03-10,200.0,0.00027,0.01,9.1,0.031,11.1,93.6,7.76,2023-03-10
2023-04-05,250.0,0.00041,0.0084,7.7,0.016,10.8,93.0,7.91,2023-04-05
2023-05-17,240.0,0.00046,0.0071,8.1,0.03,11.0,101.7,7.87,2023-05-17
2023-06-19,230.0,0.00061,0.039,12.0,0.048,8.68,84.4,7.66,2023-06-19
2023-07-05,200.0,0.00156,0.07,14.0,0.073,9.55,93.7,7.61,2023-07-05
2023-08-02,200.0,0.00041,0.014,13.0,0.088,9.51,95.4,7.7,2023-08-02
2003-01-26,257.0,0.00092,0.0788,12.5,0.207,10.4,88.7,7.56,2003-01-26
2003-02-23,262.0,0.00221,0.0691,12.8,0.227,8.36,67.8,8.0,2003-02-23
2003-03-18,263.0,0.00771,0.131,11.8,0.326,12.5,103.5,8.01,2003-03-18
2003-04-23,235.0,0.00912,0.181,8.72,0.401,12.1,109.9,7.99,2003-04-23
2003-05-19,165.0,0.00192,0.109,6.09,0.672,10.7,103.3,7.82,2003-05-19
2003-06-18,228.0,0.0031,0.187,9.7,1.65,7.33,76.0,7.66,2003-06-18
2003-06-27,210.0,0.00206,0.201,9.6,1.4,6.53,68.5,7.57,2003-06-27
2003-07-23,189.0,0.00151,0.194,13.3,1.55,5.51,58.7,7.7,2003-07-23
2003-09-24,144.0,7e-05,0.188,14.4,0.777,6.77,62.7,6.62,2003-09-24
2003-10-03,199.0,0.00281,0.277,10.8,0.72,5.73,56.5,7.55,2003-10-03
2003-10-22,163.0,0.00034,0.131,22.1,0.961,9.58,83.1,7.48,2003-10-22
2003-11-19,184.0,0.00112,0.2,13.9,0.777,6.55,61.5,7.74,2003-11-19
2007-01-23,280.0,0.00176,0.0925,14.2,0.097,10.7,85.7,7.91,2007-01-23
2007-03-21,241.0,0.00321,0.0831,14.3,0.093,12.5,100.7,8.2,2007-03-21
2007-03-26,259.0,0.00084,0.0364,14.0,0.142,11.5,96.6,8.1,2007-03-26
2007-04-20,221.0,0.00171,0.0519,12.8,0.45,12.2,117.2,8.03,2007-04-20
2007-05-24,232.0,0.00226,0.109,10.4,0.297,10.0,103.1,7.9,2007-05-24
2007-06-22,254.0,0.00288,0.121,9.51,0.255,7.94,81.0,7.86,2007-06-22
2007-07-02,235.0,0.00226,0.116,6.82,0.271,7.37,74.1,7.7,2007-07-02
2007-08-22,285.0,0.00103,0.0611,8.8,0.728,8.52,84.7,7.93,2007-08-22
2007-09-26,221.0,0.00074,0.083,9.09,0.663,8.56,83.3,7.75,2007-09-26
2007-10-24,276.0,0.00095,0.0504,9.85,0.285,9.97,87.5,8.02,2007-10-24
2007-11-16,271.0,0.00131,0.0926,9.08,0.55,11.2,90.0,7.9,2007-11-16
2007-11-21,222.0,0.00114,0.0534,9.5,0.193,9.33,80.3,7.77,2007-11-21
2008-01-25,267.0,0.00085,0.0296,10.5,0.162,11.3,93.6,8.0,2008-01-25
2008-02-22,268.0,0.0012,0.0527,10.2,0.371,11.0,96.0,8.07,2008-02-22
2008-03-17,212.0,0.00126,0.0473,8.07,0.237,9.78,80.7,7.6,2008-03-17
2008-04-23,246.0,0.00158,0.0895,10.4,0.428,12.3,113.6,8.09,2008-04-23
2008-05-21,238.0,0.00197,0.0533,10.6,0.827,10.8,101.6,8.16,2008-05-21
2008-06-16,271.0,0.0106,0.106,8.09,0.265,10.2,99.1,8.04,2008-06-16
2008-07-22,223.0,0.0015,0.0689,11.8,0.36,10.4,107.9,8.05,2008-07-22
2008-08-19,218.0,0.00118,0.0951,7.88,0.768,7.38,74.3,7.72,2008-08-19
2008-09-16,272.0,0.0004,0.0388,7.22,0.213,6.6,65.8,7.7,2008-09-16
2008-10-22,214.0,0.00087,0.0573,10.2,0.238,8.85,78.2,7.9,2008-10-22
2008-11-21,264.0,0.00052,0.0439,8.97,0.195,9.8,85.4,7.92,2008-11-21
2008-12-07,255.0,0.00049,0.0292,9.88,0.065,8.22,64.2,7.9,2008-12-07
2009-01-09,274.0,0.00751,0.134,11.8,0.359,13.0,97.7,8.07,2009-01-09
2009-02-09,272.0,0.00399,0.874,8.34,0.221,11.5,82.0,7.84,2009-02-09
2009-03-03,268.0,0.00168,0.501,11.6,0.187,11.7,98.7,8.06,2009-03-03
2009-04-08,244.0,0.011,0.857,11.6,0.505,10.3,91.4,8.0,2009-04-08
2009-05-04,241.0,0.00153,0.0535,12.1,0.455,11.3,102.1,8.31,2009-05-04
2009-06-01,237.0,0.00288,0.0634,11.4,1.35,10.5,116.3,8.19,2009-06-01
2009-06-20,227.0,0.00087,0.0478,9.12,0.373,9.66,97.1,8.07,2009-06-20
2009-07-28,161.0,0.00108,0.0841,11.6,0.548,8.72,90.2,7.76,2009-07-28
2009-08-15,216.0,0.00141,0.123,10.0,0.577,6.71,70.5,7.72,2009-08-15
2009-09-24,198.0,0.00078,0.0429,10.8,2.0,7.84,76.4,8.0,2009-09-24
2009-10-24,120.0,0.00077,0.11,9.38,0.923,6.94,67.9,7.73,2009-10-24
2009-12-04,241.0,0.0005,0.0319,11.4,0.11,10.8,89.0,7.95,2009-12-04
2010-01-05,239.0,0.00033,0.0194,13.0,0.08,13.5,101.2,8.0,2010-01-05
2010-02-01,251.0,0.00048,0.0329,12.3,0.068,13.1,102.7,7.91,2010-02-01
2010-03-05,239.0,0.00091,0.166,11.1,0.073,12.7,97.6,7.96,2010-03-05
2010-03-29,241.0,0.00054,0.0315,10.8,0.164,11.8,104.0,8.13,2010-03-29
2013-02-05,272.0,0.00227,0.0676,9.48,0.069,9.69,77.0,8.01,2013-02-05
2013-05-24,247.0,0.00189,0.0552,12.3,0.712,9.18,80.0,8.04,2013-05-24
2013-08-08,202.0,0.00149,0.0595,14.0,1.45,8.12,84.0,7.8,2013-08-08
2013-11-06,217.0,0.00057,0.0264,11.5,0.213,8.46,76.0,8.02,2013-11-06
2014-03-10,247.0,0.00077,0.0244,10.2,0.144,9.59,81.5,8.2,2014-03-10
2014-06-11,240.0,0.002,0.0729,8.72,0.317,7.16,72.0,7.94,2014-06-11
2014-10-10,168.0,0.00058,0.0607,13.1,0.352,5.83,56.0,7.71,2014-10-10
2014-12-10,253.0,0.00069,0.038,9.98,0.265,9.03,76.2,8.11,2014-12-10
2015-01-05,249.0,0.00046,0.0313,10.2,0.287,8.84,74.4,7.91,2015-01-05
2015-04-22,219.0,0.00072,0.0619,17.5,0.508,9.55,85.0,8.15,2015-04-22
2015-07-24,176.0,0.00036,0.0951,18.9,0.614,5.63,56.8,7.63,2015-07-24
2015-10-28,173.0,0.00047,0.0659,18.9,0.593,5.57,53.2,7.67,2015-10-28
2016-02-11,253.0,0.00064,0.0335,12.4,0.154,10.8,85.9,7.98,2016-02-11
2016-05-20,233.0,0.00207,0.103,10.8,1.0,10.3,102.7,8.11,2016-05-20
2016-08-03,179.0,0.0009,0.0885,14.3,1.65,4.81,50.8,7.51,2016-08-03
2016-11-23,151.0,0.00016,0.0389,15.7,0.164,7.72,66.9,7.5,2016-11-23
2017-03-23,220.0,0.00052,0.0216,11.7,0.25,13.5,117.6,8.17,2017-03-23
2017-06-28,185.0,0.00113,0.0966,17.6,1.09,5.12,52.8,7.65,2017-06-28
2020-10-08,230.0,0.00116,0.16,7.9,0.085,5.34,51.3,7.69,2020-10-08
2020-11-19,270.0,0.00076,0.048,10.0,0.16,7.93,69.9,7.85,2020-11-19
2020-12-08,260.0,0.00164,0.14,13.0,0.22,9.21,74.8,7.89,2020-12-08
2021-01-08,260.0,0.00173,0.42,14.0,0.13,10.8,83.8,8.01,2021-01-08
2021-02-05,210.0,0.00167,0.056,7.2,0.086,9.75,79.4,7.84,2021-02-05
2021-03-23,250.0,0.00174,0.067,13.0,0.39,9.71,85.0,7.82,2021-03-23
2021-04-16,230.0,0.00708,0.31,17.0,0.59,8.47,71.1,7.99,2021-04-16
2021-05-18,210.0,0.00097,0.078,12.0,0.15,9.28,85.7,7.77,2021-05-18
2021-06-07,230.0,0.00175,0.099,18.0,0.57,6.96,69.6,7.73,2021-06-07
2021-07-12,240.0,0.00318,0.21,12.0,1.0,6.17,64.4,7.93,2021-07-12
2021-08-16,210.0,0.00102,0.092,19.0,0.95,6.29,64.8,7.66,2021-08-16
2021-09-20,210.0,0.0006,0.065,19.0,0.77,5.59,57.0,7.68,2021-09-20
2021-10-15,200.0,0.00039,0.06,18.0,0.52,6.7,65.3,7.63,2021-10-15
2021-11-18,230.0,0.00053,0.072,15.0,0.61,9.43,85.3,7.87,2021-11-18
2021-12-13,240.0,0.00045,0.053,11.0,0.2,8.98,79.1,7.79,2021-12-13
2022-01-13,250.0,0.00069,0.033,12.0,0.28,11.4,92.8,8.04,2022-01-13
2022-02-16,210.0,0.00074,0.033,8.4,0.25,9.55,84.0,7.84,2022-02-16
2022-03-18,220.0,0.00066,0.033,11.0,0.19,11.9,108.0,7.99,2022-03-18
2023-06-09,200.0,0.00111,0.094,18.0,0.78,8.22,85.6,7.7,2023-06-09
2023-07-19,220.0,0.0008,0.12,9.4,0.57,4.52,47.1,7.49,2023-07-19
2000-02-06,136.0,0.001,0.143,3.12,3.02,16.5,157.0,7.6,2000-02-06
2000-02-19,127.0,0.001,0.066,6.12,10.9,9.6,82.0,7.6,2000-02-19
2000-04-01,123.0,0.001,0.044,6.63,2.88,10.9,94.0,7.8,2000-04-01
2000-05-14,122.0,0.004,0.206,9.78,3.43,8.7,88.0,7.7,2000-05-14
2000-05-30,108.0,0.001,0.067,2.83,1.35,9.1,88.4,7.7,2000-05-30
2000-06-15,150.0,0.022,0.225,7.15,4.28,4.3,47.0,7.5,2000-06-15
2000-08-30,154.0,0.0011,0.163,9.73,6.03,5.52,55.4,7.6,2000-08-30
2000-10-23,84.0,0.0005,0.04,6.18,1.67,7.63,71.8,7.5,2000-10-23
2000-10-27,105.0,0.0003,0.067,9.25,2.82,6.86,64.1,7.3,2000-10-27
2000-11-06,40.0,0.0003,0.04,1.46,0.427,8.29,70.6,7.2,2000-11-06
2000-11-12,60.0,0.0002,0.037,3.45,0.988,7.96,70.2,7.2,2000-11-12
2000-11-19,91.0,0.0007,0.069,5.92,1.53,7.94,69.5,7.3,2000-11-19
2000-11-22,91.0,0.0004,0.046,4.58,1.36,8.92,74.7,7.4,2000-11-22
2001-01-18,94.0,0.0005,0.032,11.3,0.513,10.4,79.3,7.7,2001-01-18
2001-03-23,79.0,0.0005,0.0494,2.56,0.321,9.47,83.3,7.45,2001-03-23
2001-04-16,122.0,0.0009,0.0617,5.15,1.03,10.3,89.1,7.57,2001-04-16
2001-05-11,82.0,0.0014,0.068,6.46,0.115,8.31,84.3,7.5,2001-05-11
2001-07-04,124.0,0.0017,0.156,10.6,0.282,7.49,82.2,7.4,2001-07-04
2001-08-10,66.0,0.0005,0.0461,2.37,0.044,7.46,74.7,7.06,2001-08-10
2001-08-15,134.0,0.0022,0.0908,9.32,0.119,7.78,85.6,7.6,2001-08-15
2001-10-22,90.0,0.001,0.098,4.88,0.189,8.2,76.6,7.41,2001-10-22
2001-10-28,83.0,0.0004,0.0557,6.29,0.226,8.05,77.0,7.4,2001-10-28
2001-11-11,98.0,0.0006,0.0671,11.6,0.89,9.05,80.0,7.6,2001-11-11
2001-11-27,116.0,0.0007,0.0761,8.37,2.64,9.18,78.1,7.6,2001-11-27
2001-12-06,80.0,0.0006,0.0464,3.34,0.773,9.68,80.9,7.6,2001-12-06
2002-01-28,94.0,0.0017,0.109,4.04,0.114,9.51,83.8,7.8,2002-01-28
2002-02-19,82.0,0.0011,0.0481,5.8,0.164,9.82,81.7,7.7,2002-02-19
2002-04-18,111.0,0.0009,0.0706,9.51,0.371,9.73,92.4,7.5,2002-04-18
2002-04-23,210.0,0.0004,0.0346,7.82,0.13,9.57,94.6,7.69,2002-04-23
2002-06-28,111.0,0.0012,0.247,13.8,0.239,7.54,74.2,7.5,2002-06-28
2002-07-07,150.0,0.0048,0.379,7.56,0.544,6.41,65.3,7.6,2002-07-07
2002-07-23,144.0,0.0044,0.434,11.8,0.779,6.21,63.5,7.7,2002-07-23
2002-10-21,91.0,0.0008,0.115,11.0,0.09,8.45,80.0,7.4,2002-10-21
2002-10-23,93.0,0.0002,0.0546,7.14,0.09,8.74,80.7,7.16,2002-10-23
2002-10-29,83.0,0.0007,0.115,14.5,0.08,7.35,68.1,7.33,2002-10-29
2002-11-11,82.0,0.00019,0.0315,4.23,0.09,8.63,78.2,7.04,2002-11-11
2002-12-13,111.0,0.00093,0.0809,7.72,0.119,11.1,91.9,7.34,2002-12-13
2003-01-07,94.0,0.00125,0.389,4.93,0.09,12.0,91.7,7.5,2003-01-07
2003-02-13,119.0,0.00034,0.0324,5.13,0.07,10.6,85.5,7.3,2003-02-13
2003-06-08,137.0,0.00387,0.178,7.04,0.279,7.31,75.0,7.54,2003-06-08
2003-06-13,156.0,0.00203,0.131,10.0,0.08,9.54,99.9,7.54,2003-06-13
2003-06-27,150.0,0.00342,0.224,10.7,0.269,6.89,73.0,7.6,2003-06-27
2003-06-29,156.0,0.00776,0.276,12.2,0.292,7.66,81.0,7.8,2003-06-29
2003-07-14,143.0,0.00548,0.206,14.1,0.499,8.16,90.0,7.8,2003-07-14
2003-08-14,150.0,0.00266,0.293,12.0,0.847,7.27,77.0,7.7,2003-08-14
2003-09-19,130.0,0.00062,0.159,14.1,0.275,5.87,60.0,7.5,2003-09-19
2003-10-07,178.0,0.00949,0.66,11.2,0.183,6.77,64.7,7.6,2003-10-07
2003-11-04,97.0,0.00014,0.0433,7.0,0.107,9.5,84.5,7.0,2003-11-04
2003-11-27,64.0,0.00036,0.0344,3.25,0.09,9.3,77.7,7.33,2003-11-27
2010-05-27,116.0,0.00161,0.233,8.45,0.815,5.88,56.2,7.43,2010-05-27
2010-07-02,150.0,0.00274,0.42,12.3,1.2,4.82,51.1,7.48,2010-07-02
2010-07-22,124.0,0.00183,0.44,16.5,0.38,3.33,34.5,7.29,2010-07-22
2010-08-19,107.0,0.00089,0.14,16.0,0.454,6.51,65.7,7.43,2010-08-19
2010-09-23,147.0,0.00179,0.264,10.0,0.753,5.68,57.3,7.43,2010-09-23
2010-10-19,100.0,0.00146,0.14,16.8,0.313,6.07,56.7,7.38,2010-10-19
2010-11-12,80.0,0.00104,0.0393,3.33,0.096,9.03,78.7,7.7,2010-11-12
2010-12-13,120.0,0.00044,0.0929,8.09,1.24,10.9,88.4,7.41,2010-12-13
2011-01-25,75.0,0.00029,0.0473,7.97,0.223,9.71,80.9,7.2,2011-01-25
2011-02-23,87.0,0.00127,0.0798,7.03,0.18,8.8,74.6,7.36,2011-02-23
2011-03-20,116.0,0.00359,0.188,10.5,0.905,9.21,79.8,7.53,2011-03-20
2011-04-18,118.0,0.00189,0.136,15.9,0.499,7.32,69.8,7.51,2011-04-18
2011-05-23,96.0,0.00145,0.156,19.1,0.938,7.53,72.3,7.47,2011-05-23
2011-06-20,137.0,0.00185,0.085,7.74,1.87,7.61,76.8,7.78,2011-06-20
2011-07-26,109.0,0.00066,0.177,13.6,0.755,4.35,44.5,7.46,2011-07-26
2011-08-24,93.0,0.00083,0.135,5.67,0.343,7.07,71.8,7.39,2011-08-24
2011-09-22,100.0,0.00041,0.113,8.2,0.265,6.38,62.9,7.27,2011-09-22
2011-11-04,71.0,0.00089,0.0663,3.05,0.09,5.3,50.2,7.1,2011-11-04
2011-11-23,120.0,0.00075,0.106,8.09,0.33,8.9,80.6,7.44,2011-11-23
2011-12-08,92.0,0.00061,0.106,8.15,0.208,8.41,71.1,7.42,2011-12-08
2012-01-25,83.0,0.00028,0.0588,3.57,0.146,8.25,70.2,7.18,2012-01-25
2012-02-23,111.0,0.00103,0.124,10.0,0.298,6.6,59.4,7.26,2012-02-23
2012-03-19,89.0,0.00041,0.0611,8.05,0.271,10.1,84.7,7.38,2012-03-19
2012-04-26,74.0,0.00103,0.033,1.99,0.13,7.93,72.7,7.32,2012-04-26
2012-05-08,98.0,0.00095,0.0681,5.19,0.307,8.19,75.6,7.57,2012-05-08
2012-05-31,113.0,0.00172,0.105,11.0,0.539,7.36,75.4,7.8,2012-05-31
2012-06-27,117.0,0.00194,0.0785,4.64,0.318,6.05,63.6,7.53,2012-06-27
2012-07-25,138.0,0.00443,0.357,5.34,0.314,4.78,50.2,7.29,2012-07-25
2012-08-29,142.0,0.00111,0.113,6.01,1.14,4.66,47.9,7.57,2012-08-29
2012-09-24,82.0,0.00042,0.0563,4.2,0.384,6.51,62.6,7.36,2012-09-24
2012-10-26,97.0,0.00072,0.0522,9.19,0.523,7.18,66.6,7.67,2012-10-26
2012-11-19,89.0,0.00033,0.0718,8.32,0.435,7.11,60.0,7.31,2012-11-19
2013-02-06,85.0,0.00061,0.0625,7.67,0.27,9.15,74.5,7.41,2013-02-06
2013-05-03,97.0,0.00703,0.211,8.36,0.441,8.28,74.5,7.96,2013-05-03
2013-08-02,149.0,0.00213,0.423,7.73,0.91,2.77,30.1,7.37,2013-08-02
2013-11-01,73.0,0.00104,0.107,6.05,0.121,6.26,58.9,7.33,2013-11-01
2014-03-10,87.0,0.00661,0.122,6.45,0.251,5.35,47.3,7.42,2014-03-10
2014-06-04,117.0,0.00135,0.107,7.34,1.05,6.16,61.5,7.4,2014-06-04
2014-10-07,85.0,0.00087,0.0419,7.13,0.112,6.77,63.8,7.6,2014-10-07
2014-11-24,79.0,0.00023,0.0233,2.5,0.201,10.6,88.2,7.2,2014-11-24
2015-01-07,95.0,0.00037,0.0564,5.27,0.091,9.77,77.8,7.4,2015-01-07
2015-04-09,92.0,0.00192,0.212,12.8,0.13,7.81,74.6,7.21,2015-04-09
2015-07-24,133.0,0.0072,0.583,14.6,0.341,1.91,19.4,7.17,2015-07-24
2015-10-07,70.0,0.00085,0.032,2.6,0.13,7.61,74.8,7.34,2015-10-07
2016-02-02,93.0,0.00077,0.0372,5.97,0.117,7.7,66.4,7.6,2016-02-02
2016-05-06,124.0,0.00396,0.244,9.52,1.34,5.9,55.5,7.47,2016-05-06
2016-08-16,141.0,0.00387,0.384,14.1,1.85,4.28,44.9,7.69,2016-08-16
2016-11-02,77.0,0.00074,0.148,23.6,0.137,6.41,58.9,7.36,2016-11-02
2017-03-03,119.0,0.0101,0.154,7.92,0.251,6.77,57.8,7.38,2017-03-03
2017-06-01,123.0,0.00149,0.206,11.2,1.89,5.77,58.9,7.46,2017-06-01
2020-10-08,85.0,0.00095,0.091,7.4,0.11,6.94,68.9,7.32,2020-10-08
2020-11-05,75.0,0.00037,0.083,11.0,0.25,7.93,66.6,7.09,2020-11-05
2020-12-01,68.0,0.00078,0.13,12.0,0.062,6.48,55.1,7.34,2020-12-01
2021-01-12,73.0,0.00086,0.19,11.0,0.051,8.59,72.8,7.45,2021-01-12
2021-02-03,75.0,0.00055,0.037,5.8,0.11,8.96,75.4,7.65,2021-02-03
2021-03-11,130.0,0.00083,0.41,7.9,0.064,9.15,78.5,7.55,2021-03-11
2021-04-07,130.0,0.00197,0.17,11.0,0.29,8.57,71.9,7.49,2021-04-07
2021-05-11,76.0,0.00127,0.26,12.0,0.082,4.74,44.0,7.36,2021-05-11
2021-06-14,140.0,0.0052,0.78,17.0,0.46,3.26,34.5,7.54,2021-06-14
2021-07-08,92.0,0.00063,0.061,4.9,0.12,6.34,66.2,7.15,2021-07-08
2021-08-04,120.0,0.0006,0.004,6.8,0.14,4.45,45.1,7.85,2021-08-04
2021-09-01,80.0,0.00108,0.12,19.0,0.11,5.39,54.6,7.58,2021-09-01
2021-10-14,77.0,0.00203,0.072,8.6,0.097,6.28,60.1,7.86,2021-10-14
2021-11-02,97.0,0.00057,0.037,4.8,0.071,9.06,80.0,7.58,2021-11-02
2021-12-03,79.0,0.00076,0.26,11.0,0.063,7.29,60.1,7.33,2021-12-03
2022-01-11,94.0,0.00047,0.083,7.6,0.14,8.95,77.4,7.4,2022-01-11
2022-02-02,91.0,0.00051,0.12,16.0,0.068,8.84,78.1,7.33,2022-02-02
2022-03-01,76.0,0.0022,0.13,7.1,0.046,8.79,75.4,7.52,2022-03-01
2023-06-13,120.0,0.00151,0.29,15.0,0.15,4.78,51.2,7.38,2023-06-13
2023-06-29,120.0,0.00236,0.44,9.4,0.072,4.14,44.0,7.25,2023-06-29
2023-07-19,110.0,0.00062,0.28,11.0,0.13,5.21,54.4,7.25,2023-07-19
2023-08-07,80.0,0.0008,0.18,9.4,0.15,5.91,58.0,7.35,2023-08-07
2000-01-31,237.0,0.001,0.017,6.79,0.121,10.76,94.9,8.2,2000-01-31
2000-02-19,245.0,0.001,0.011,6.91,0.078,11.77,99.4,8.1,2000-02-19
2000-03-14,236.0,0.001,0.009,7.51,0.156,11.7,105.0,8.1,2000-03-14
2000-06-01,257.0,0.001,0.019,6.24,0.104,9.93,92.5,8.2,2000-06-01
2000-06-18,254.0,0.001,0.041,6.12,0.064,9.86,96.3,8.4,2000-06-18
2000-07-04,242.0,0.001,0.022,6.11,0.105,9.65,92.8,8.0,2000-07-04
2000-08-31,284.0,0.0003,0.008,4.47,0.02,9.17,91.3,7.6,2000-08-31
2000-09-05,239.0,0.0013,0.025,1.18,0.096,8.92,83.3,8.3,2000-09-05
2000-10-04,230.0,0.0007,0.024,6.24,0.16,10.9,101.5,8.1,2000-10-04
2000-10-31,199.0,0.0004,0.024,5.12,0.146,10.4,90.6,7.8,2000-10-31
2000-11-27,243.0,0.0011,0.016,6.46,0.107,11.5,97.2,8.0,2000-11-27
2000-12-07,240.0,0.0005,0.015,6.43,0.134,11.0,96.6,8.1,2000-12-07
2001-01-27,222.0,0.0008,0.019,7.5,0.15,11.7,92.1,7.8,2001-01-27
2001-02-26,237.0,0.0005,0.009,7.96,0.088,8.55,71.7,8.0,2001-02-26
2001-04-04,222.0,0.0004,0.0149,7.45,0.109,11.4,99.4,7.85,2001-04-04
2001-07-04,237.0,0.0003,0.0262,7.1,0.116,9.96,100.9,7.55,2001-07-04
2001-08-03,241.0,0.0014,0.0241,7.04,0.114,9.34,102.6,8.12,2001-08-03
2001-09-11,238.0,0.0007,0.0295,6.74,0.108,12.5,118.1,8.13,2001-09-11
2001-10-03,239.0,0.0005,0.0355,6.45,0.129,9.94,92.9,7.63,2001-10-03
2001-10-26,238.0,0.0007,0.0237,6.46,0.106,9.54,89.3,8.08,2001-10-26
2001-11-27,241.0,0.0006,0.0245,6.96,0.133,11.8,93.9,8.07,2001-11-27
2002-01-28,233.0,0.0011,0.0203,6.59,0.127,11.6,102.0,7.93,2002-01-28
2002-02-27,236.0,0.0009,0.0151,7.26,0.13,11.4,94.4,8.04,2002-02-27
2002-03-28,243.0,0.0004,0.0059,5.29,0.053,10.6,97.6,7.8,2002-03-28
2002-04-04,217.0,0.0006,0.0111,6.94,0.093,11.7,106.2,8.16,2002-04-04
2002-07-04,235.0,0.0007,0.0214,6.67,0.084,10.4,97.7,8.13,2002-07-04
2002-07-31,242.0,0.0011,0.0245,6.39,0.091,9.18,92.2,8.14,2002-07-31
2002-09-20,244.0,0.0007,0.0762,6.44,0.099,10.4,99.6,8.03,2002-09-20
2002-10-21,237.0,0.00055,0.0182,6.76,0.09,12.3,107.5,7.98,2002-10-21
2002-10-28,248.0,0.0008,0.0264,6.36,0.09,10.3,93.1,8.04,2002-10-28
2002-11-30,241.0,0.00038,0.0212,7.25,0.09,11.0,94.3,7.65,2002-11-30
2002-12-14,235.0,0.00087,0.0197,7.38,0.1,11.1,95.5,8.18,2002-12-14
2002-12-22,226.0,0.00188,0.0301,6.7,0.108,10.6,94.1,8.44,2002-12-22
2002-12-30,235.0,0.00107,0.026,7.09,0.13,10.5,94.1,8.04,2002-12-30
2003-01-31,239.0,0.0005,0.014,8.39,0.09,11.8,92.2,8.18,2003-01-31
2003-02-26,272.0,0.00012,0.004,5.23,0.05,8.97,81.3,7.31,2003-02-26
2003-03-24,269.0,0.00025,0.0086,5.58,0.08,10.3,95.0,7.6,2003-03-24
2003-04-02,235.0,0.0005,0.0107,7.57,0.09,13.1,112.4,8.1,2003-04-02
2003-04-30,234.0,0.0006,0.0143,7.38,0.07,10.5,95.6,8.04,2003-04-30
2003-05-27,234.0,0.00111,0.0215,7.2,0.105,10.4,98.5,8.16,2003-05-27
2003-07-15,237.0,0.00093,0.041,6.37,0.08,9.78,104.8,7.9,2003-07-15
2003-07-29,237.0,0.00084,0.0341,6.45,0.08,10.2,101.5,8.12,2003-07-29
2003-10-16,257.0,0.00052,0.0242,6.9,0.117,11.4,99.4,8.07,2003-10-16
2003-10-31,242.0,0.00051,0.0204,6.48,0.12,11.3,97.8,8.11,2003-10-31
2003-11-06,245.0,0.00051,0.0267,6.71,0.127,12.1,109.2,7.94,2003-11-06
